N2 N14242
I11151 I2620
I11152 I3222
I11153 I14466
I11154,I11172 I43994
I11155 I27436
I11157 I15421
I11158 I14400
I11159 I15113
I11161 I47651
I11162 I41553
I11163 I27904
I11164 I47659
I11165 I1433
I11167 I41888
I11168 I40438
I11169 I27556
I11170 I3223
I11171 I15112
I11173 I27062
I11174 I46266
I11175 I51056
I11176 I14399
I11177 I47653
I11178 I47661
I11179 I27557
I11180 I46268
I11181 I51057
I11182 I41554
I11183 I46211
I11184,I11197 I44390
I11185,I11198 I43224
I11186 I15536
I11187 I27394
I11188 I14398
I11189 I15324
I11190 I3221
I11191 I5820
I11192 I46213
I11193 I27558
I11194 I38198
I11195,I11213 I42588
I11196 I15018
I11199 I51059
I11200 I3220
I11201,I11221 I42524
I11202 I3230
I11203 I1469
I11204 I5821
I11205 I27266
I11206 I47650
I11207 I47658
I11208 I27559
I11209 I51771
I11210 I38199
I11211 I47652
I11212 I47660
I11214 I52050
I11215 I51770
I11216 I41302
I11217 I45955
I11218 I12366
I11219,I11238 I43350
I11220,I11240 I43370
I11222 I3231
I11223 I5823
I11224 I27530
I11225 I5854
I11226 I46210
I11227 I38200
I11228 I52051
I11229 I45957
I11230 I46212
I11231 I27423
I11232 I15434
I11233 I3294
I11234 I40942
I11235 I41301
I11236 I53812
I11237 I51998
I11239 I3198
I11241,I11263 I43362
I11242 I3229
I11243,I11266 I43366
I11244 I5822
I11245 I5855
I11246,I11270 I42646
I11247 I38201
I11248 I52271
I11249 I27422
I11250 I51999
I11251 I27938
I11252,I11279 I42586
I11253 I3295
I11254 I40941
I11255 I46251
I11256 I41300
I11257 I51402
I11258 I41854
I11259 I40856
I11260,I11285 I43218
I11261 I2756
I11262 I3199
I11264,I11290,I11311,I11332 I54192
I11265 I3228
I11267 I3236
I11268 I52270
I11269 I5853
I11271 I53816
I11272 I45954
I11273 I27421
I11274 I46253
I11275 I53813
I11276 I45956
I11277 I15523
I11278 I28100
I11280 I15766
I11281 I3293
I11282 I40940
I11283 I41853
I11284 I40857
I11286 I2757
I11287 I15358
I11288 I3197
I11289 I15044
I11291 I3237
I11292 I27420
I11293 I5852
I11294 I51406
I11295 I46244
I11296 I15522
I11297 I28101
I11298 I15045
I11299 I51403
I11300 I46242
I11301 I7340
I11302 I38776
I11303 I3292
I11304,I11328 I43610
I11305 I41852
I11306 I40858
I11307 I27572
I11308 I2759
I11309 I3196
I11310 I15146
I11312 I3239
I11313 I1441
I11314 I5774
I11315 I5726
I11316 I46250
I11317 I53814
I11318 I15521
I11319 I38777
I11320 I28102
I11321 I15046
I11322 I15147
I11323 I46252
I11324 I53815
I11325 I7341
I11326 I1873
I11327 I40930
I11329 I2758
I11330 I15520
I11331 I3260
I11333 I3238
I11334 I5775
I11335 I5727
I11336 I28103
I11337 I51404
I11338 I15047
I11339 I46245
I11340 I38778
I11341 I15148
I11342 I51405
I11343 I38214
I11344 I7343
I11345 I7470
I11346 I7478
I11347,I11367 I43982
I11348 I28066
I11349 I40929
I11350 I46243
I11351 I14924
I11352 I15400
I11353 I53817
I11354 I3261
I11355 I1449
I11356 I5782
I11357 I5773
I11358 I5725
I11359 I38779
I11360 I15149
I11361 I39807
I11362 I28067
I11363 I7342
I11364 I7471
I11365 I7479
I11366 I27912
I11368,I11385 I43386
I11369 I40928
I11370 I3172
I11371 I51407
I11372 I39806
I11373 I13310
I11374 I1845
I11375 I3263
I11376,I11392 I43354
I11377 I5783
I11378 I5772
I11379 I5724
I11380 I27054
I11381 I28068
I11382 I13311
I11383 I7469
I11384 I7477
I11386,I11402 I43394
I11387 I3173
I11388,I11407 I43256
I11389 I26850
I11390 I15332
I11391 I3262
I11393 I5830
I11394,I11414 I43998
I11395 I5781
I11396 I28069
I11397 I13312
I11398 I7468
I11399 I38742
I11400 I7476
I11401 I5942
I11403,I11426 I43358
I11404 I3175
I11405,I11428 I43344
I11406 I53949
I11408 I15630
I11409 I3284
I11410 I3244
I11411 I3268
I11412 I26910
I11413 I5831
I11415 I5780
I11416 I27258
I11417,I11436 I42648
I11418,I11437 I43958
I11419 I13313
I11420 I38743
I11421 I26911
I11422 I5943
I11423 I28116
I11424 I5982
I11425 I3340
I11427 I3174
I11429,I11453 I43382
I11430 I15060
I11431 I3285
I11432 I3245
I11433 I3269
I11434 I5829
I11435,I11459 I43996
I11438 I53947
I11439 I38744
I11440 I26912
I11441 I14911
I11442 I15387
I11443 I53946
I11444 I38792
I11445 I5941
I11446 I5983
I11447 I47787
I11448 I1885
I11449 I15426
I11450 I15486
I11451 I15902
I11452 I3341
I11454 I3287
I11455 I15162
I11456 I3247
I11457 I3271
I11458 I5828
I11460 I38745
I11461 I26913
I11462 I14910
I11463 I15386
I11464 I47789
I11465 I15487
I11466 I27899
I11467 I5940
I11468 I5981
I11469,I11494 I43384
I11470 I3343
I11471 I3348
I11472 I20220
I11473 I41158
I11474,I11502 I43030
I11475 I3286
I11476 I15222
I11477 I3246
I11478 I3270
I11479 I15248
I11480,I11505 I43954
I11481,I11508 I39665
I11482 I53945
I11483 I27898
I11484 I14909
I11485 I15385
I11486 I15488
I11487 I15249
I11488 I15319
I11489 I53948
I11490 I5980
I11491 I28082
I11492 I15774
I11493,I11517 I43342
I11495 I3342
I11496 I14746
I11497 I15664
I11498 I3349
I11499 I14908
I11500 I15384
I11501 I41157
I11503 I15366
I11504 I3254
I11506 I5804
I11507,I11530 I43970
I11509 I47786
I11510 I15489
I11511 I27897
I11512 I15318
I11513 I15250
I11514 I47788
I11515 I27896
I11516 I5934
I11518 I3351
I11519 I53944
I11520 I41156
I11521 I40034
I11522 I48803
I11523 I42346
I11524 I41548
I11525 I27564
I11526 I13326
I11527 I44669
I11528 I3255
I11529 I5805
I11531 I15251
I11532 I15317
I11533 I40035
I11534 I48805
I11535 I44670
I11536,I11549 I43984
I11537 I5935
I11538 I15732
I11539 I3350
I11540 I42345
I11541 I41547
I11542 I15316
I11543 I3253
I11544 I5807
I11545 I5836
I11546 I44860
I11547 I44668
I11548 I38206
I11550,I11570 I43978
I11551 I38758
I11552 I5933
I11553 I1865
I11554 I3310
I11555 I42344
I11556 I41546
I11557 I3252
I11558 I26926
I11559 I5806
I11560 I5837
I11561 I48802
I11562 I44862
I11563 I48804
I11564 I5932
I11565 I3311
I11566 I15698
I11567 I44861
I11568,I11581,I11591,I11613 I54196
I11569 I5839
I11571,I11576 I43980
I11572 I47636
I11573 I15761
I11574 I15353
I11575 I47634
I11577 I3309
I11578 I15502
I11579 I26858
I11580,I11590 I43352
I11582 I5838
I11583 I15760
I11584 I15352
I11585 I27972
I11586 I3364
I11587 I3308
I11588 I46819
I11589 I15638
I11592,I11614 I42532
I11593 I15180
I11594,I11615 I42536
I11595 I15264
I11596 I47619
I11597,I11618 I42632
I11598 I15759
I11599 I15351
I11600 I47637
I11601 I46821
I11602 I15181
I11603 I47621
I11604,I11623 I43976
I11605 I28108
I11606,I11624 I43944
I11607 I3365
I11608 I15758
I11609 I3204
I11610 I3332
I11611 I15350
I11612 I15052
I11616 I5686
I11617 I27326
I11619 I5612
I11620 I47635
I11621 I15182
I11622 I38784
I11625 I3367
I11626 I15910
I11627 I3205
I11628 I3333
I11629 I16038
I11630 I20186
I11631 I3212
I11632 I15154
I11633 I5687
I11634 I5613
I11635 I46818
I11636 I47618
I11637 I15183
I11638 I39939
I11639 I46820
I11640 I47620
I11641 I3366
I11642 I3356
I11643 I3207
I11644 I3335
I11645 I20228
I11646 I39938
I11647 I3213
I11648,I11667 I42540
I11649,I11668 I42534
I11650 I15230
I11651,I11669 I43356
I11652,I11670 I42538
I11653 I5685
I11654,I11672 I42630
I11655 I5615
I11656 I26468
I11657 I26469
I11658 I26845
I11659 I28074
I11660 I3357
I11661 I14754
I11662 I3206
I11663 I3334
I11664 I15672
I11665 I27360
I11666 I3215
I11671 I5684
I11673 I5614
I11674 I26844
I11675 I26470
I11676 I15625
I11677 I5860
I11678 I3359
I11679 I48715
I11680,I11694 I43076
I11681 I13318
I11682 I3214
I11683 I47692
I11684 I26471
I11685 I26843
I11686 I15624
I11687 I48717
I11688 I47690
I11689,I11707 I43942
I11690,I11709 I42544
I11691 I5861
I11692 I3358
I11693 I15740
I11695 I45963
I11696 I12494
I11697 I26842
I11698 I52082
I11699 I27454
I11700 I27496
I11701 I15623
I11702 I45965
I11703 I12495
I11704 I52083
I11705 I27455
I11706 I15897
I11708 I38750
I11710 I5863
I11711,I11731 I42606
I11712 I3398
I11713 I40502
I11714 I2630
I11715 I15622
I11716 I15196
I11717 I26918
I11718 I48714
I11719 I47708
I11720 I47693
I11721 I15896
I11722 I12496
I11723 I27456
I11724 I20215
I11725 I48716
I11726 I15217
I11727 I47706
I11728 I41566
I11729 I5862
I11730 I47691
I11732,I11753 I43374
I11733 I3399
I11734 I15706
I11735 I1481
I11736 I40503
I11737 I41162
I11738 I2631
I11739 I26374
I11740 I45962
I11741 I12497
I11742 I27457
I11743 I15895
I11744 I20214
I11745 I15216
I11746 I14741
I11747 I15659
I11748 I45964
I11749 I41565
I11750,I11776 I42546
I11751 I5950
I11752 I27632
I11754 I15494
I11755 I15894
I11756 I3397
I11757 I40504
I11758 I41163
I11759 I40832
I11760 I2629
I11761 I16004
I11762,I11787 I43392
I11763 I16268
I11764,I11790 I43992
I11765 I46324
I11766 I47709
I11767 I14740
I11768 I15658
I11769 I20213
I11770 I15215
I11771 I16269
I11772 I46322
I11773 I27980
I11774 I47707
I11775 I41564
I11777 I5951
I11778 I47699
I11779,I11799 I42608
I11780,I11800 I42576
I11781 I3396
I11782 I20212
I11783 I41164
I11784 I40833
I11785,I11806 I42708
I11786 I2628
I11788 I15214
I11789 I15256
I11791,I11809 I43920
I11792 I26484
I11793 I14739
I11794 I15657
I11795 I47701
I11796 I16270
I11797 I15727
I11798 I5949
I11801,I11814 I42518
I11802 I14738
I11803 I15656
I11804 I15562
I11805 I40834
I11807 I27334
I11808 I1549
I11810 I16271
I11811 I15726
I11812 I46325
I11813 I5948
I11815 I1457
I11816 I2053
I11817 I16046
I11818 I20194
I11819,I11835 I43064
I11820 I3324
I11821 I3414
I11822 I46323
I11823 I1473
I11824 I47698
I11825 I45540
I11826 I15725
I11827 I47700
I11828 I15693
I11829 I45538
I11830 I27470
I11831,I11854 I43912
I11832,I11845 I42578
I11833 I16064
I11834 I15724
I11836 I12510
I11837 I3325
I11838 I3415
I11839,I11850 I43406
I11840 I3422
I11841 I15692
I11842 I44716
I11843 I16065
I11844 I5966
I11846,I11865 I42520
I11847 I27368
I11848 I3327
I11849 I3413
I11851 I3423
I11852,I11875 I43416
I11853,I11877 I42640
I11855 I46292
I11856 I15691
I11857 I44718
I11858 I45541
I11859 I16066
I11860 I27967
I11861 I46290
I11862 I5967
I11863,I11884 I43946
I11864 I40948
I11866 I15690
I11867 I41254
I11868 I44717
I11869 I45539
I11870 I3326
I11871 I46331
I11872 I3412
I11873,I11890 I43398
I11874 I3421
I11876,I11895 I42638
I11878 I16067
I11879 I27966
I11880 I46333
I11881 I27321
I11882 I5965
I11883 I5668
I11885 I1477
I11886 I40947
I11887 I41253
I11888 I1377
I11889 I15078
I11891 I3420
I11892 I3452
I11893 I16284
I11894 I27504
I11896 I46284
I11897 I46340
I11898 I27965
I11899 I46293
I11900 I27320
I11901 I15079
I11902 I16033
I11903 I20181
I11904 I46282
I11905 I46338
I11906 I27964
I11907 I5964
I11908 I47683
I11909 I5669
I11910 I40946
I11911 I46291
I11912 I45627
I11913 I41252
I11914,I11932 I43054
I11915 I44771
I11916,I11933 I43380
I11917 I16208
I11918 I15188
I11919 I3453
I11920 I46330
I11921 I16032
I11922 I20180
I11923 I27319
I11924 I47685
I11925 I45629
I11926 I44772
I11927 I15080
I11928 I46332
I11929 I5671
I11930,I11948 I39661
I11931 I40958
I11934 I3455
I11935 I27318
I11936 I26382
I11937 I47676
I11938 I15081
I11939 I46285
I11940 I46341
I11941 I16031
I11942 I20179
I11943 I44770
I11944 I27355
I11945 I47674
I11946 I41560
I11947 I5670
I11949 I47667
I11950 I27640
I11951 I40959
I11952 I46283
I11953 I46339
I11954 I16030
I11955 I20178
I11956 I51042
I11957,I11969 I42490
I11958 I26264
I11959 I16012
I11960 I3454
I11961 I5550
I11962 I47682
I11963 I45626
I11964 I27354
I11965 I47669
I11966 I26265
I11967 I47684
I11968 I45628
I11970,I12001 I39593
I11971,I12004 I39625
I11972 I5564
I11973 I5551
I11974 I26476
I11975,I11992 I42510
I11976 I41559
I11977 I16080
I11978 I40960
I11979 I46315
I11980 I7094
I11981 I40444
I11982 I39884
I11983 I51046
I11984 I47677
I11985 I52279
I11986 I27353
I11987 I46317
I11988 I39885
I11989 I26266
I11990 I51043
I11991 I27491
I11993 I41558
I11994 I47675
I11995 I26978
I11996 I52278
I11997 I46355
I11998 I15570
I11999 I7095
I12000 I40443
I12002 I1849
I12003 I27352
I12005 I3444
I12006 I3382
I12007 I5565
I12008 I5549
I12009 I47666
I12010 I26267
I12011 I52267
I12012 I27490
I12013 I26979
I12014 I46357
I12015 I47668
I12016 I26604
I12017,I12040 I43378
I12018 I1489
I12019 I41260
I12020 I7093
I12021 I40442
I12022 I3445
I12023 I3383
I12024 I52266
I12025 I5567
I12026 I5548
I12027 I46314
I12028 I46348
I12029 I51044
I12030 I27489
I12031 I26605
I12032 I26980
I12033 I46316
I12034 I26369
I12035 I46346
I12036 I51045
I12037,I12062 I42512
I12038 I26944
I12039 I26578
I12041,I12063 I43600
I12042 I41259
I12043 I7092
I12044 I41524
I12045 I12502
I12046 I15094
I12047 I15834
I12048 I3447
I12049 I3381
I12050 I3462
I12051 I27462
I12052 I27488
I12053 I5566
I12054 I46354
I12055 I26981
I12056 I26368
I12057 I26606
I12058 I26945
I12059 I27627
I12060 I46356
I12061 I15999
I12064 I41258
I12065 I51047
I12066 I41523
I12067 I1837
I12068 I3446
I12069 I3380
I12070 I3463
I12071,I12089 I43904
I12072 I5846
I12073 I26298
I12074 I26607
I12075 I27626
I12076 I46349
I12077 I15998
I12078 I26367
I12079 I26946
I12080 I26299
I12081 I46299
I12082 I46347
I12083,I12100 I43032
I12084 I41522
I12085,I12102 I43216
I12086 I15970
I12087 I15290
I12088 I3461
I12090 I5814
I12091 I5847
I12092 I26366
I12093 I26947
I12094 I27625
I12095 I15997
I12096 I46301
I12097 I26300
I12098 I15557
I12099 I27624
I12101 I26280
I12103 I15996
I12104,I12122 I43368
I12105 I3460
I12106 I16276
I12107 I26196
I12108 I5815
I12109 I5845
I12110 I1829
I12111 I45820
I12112 I26301
I12113 I15556
I12114 I26197
I12115 I45818
I12116 I5694
I12117,I12137 I43420
I12118 I3478
I12119 I3318
I12120 I2748
I12121 I52090
I12123 I16216
I12124 I5813
I12125 I5844
I12126 I46298
I12127 I15555
I12128 I52091
I12129 I26198
I12130 I46300
I12131 I5638
I12132 I26502
I12133 I26536
I12134 I26774
I12135 I5695
I12136 I26994
I12138 I3479
I12139,I12162 I43396
I12140 I3319
I12141 I52086
I12142 I15554
I12143,I12166 I42666
I12144 I40852
I12145 I13276
I12146 I2749
I12147 I16234
I12148 I5812
I12149 I26199
I12150 I45821
I12151 I26503
I12152 I26537
I12153 I26775
I12154 I52087
I12155 I13277
I12156 I16235
I12157 I26620
I12158 I5639
I12159 I5693
I12160 I16412
I12161 I3477
I12163 I3317
I12164 I3468
I12165 I45819
I12167 I40851
I12168 I2751
I12169 I26816
I12170 I3388
I12171,I12195 I43974
I12172 I27216
I12173,I12197 I43908
I12174 I26504
I12175 I26538
I12176 I26776
I12177 I13278
I12178 I16236
I12179 I27217
I12180 I5637
I12181 I26960
I12182 I5692
I12183,I12207 I43926
I12184 I16072
I12185 I3526
I12186 I3476
I12187 I3316
I12188 I3469
I12189 I40850
I12190 I2750
I12191 I15800
I12192 I3389
I12193 I15860
I12194,I12215 I43390
I12196 I5788
I12198 I26505
I12199 I26539
I12200 I26777
I12201 I13279
I12202 I16237
I12203 I15861
I12204 I27218
I12205 I5636
I12206 I5630
I12208 I3527
I12209 I3471
I12210,I12228 I43410
I12211 I1485
I12212,I12229 I42596
I12213 I47555
I12214 I3391
I12216 I5534
I12217 I5789
I12218 I5766
I12219 I26314
I12220 I27219
I12221 I47557
I12222 I15862
I12223 I16203
I12224 I5631
I12225,I12245 I43376
I12226 I3525
I12227 I3470
I12230 I51419
I12231,I12249 I43222
I12232 I41530
I12233 I3390
I12234 I5535
I12235 I5791
I12236 I5767
I12237 I15863
I12238 I39813
I12239 I16202
I12240 I5622
I12241 I5629
I12242 I5702
I12243 I47603
I12244 I26586
I12246 I3524
I12247 I39812
I12248 I1337
I12250 I41529
I12251 I15086
I12252 I3276
I12253 I15842
I12254 I5533
I12255 I26212
I12256 I5790
I12257 I5765
I12258 I51417
I12259 I47554
I12260 I16201
I12261 I47605
I12262 I51416
I12263 I47556
I12264,I12288 I43408
I12265 I3300
I12266,I12290 I43372
I12267 I16310
I12268 I16378
I12269,I12292 I42594
I12270 I16548
I12271 I41528
I12272 I3277
I12273 I16200
I12274,I12299 I43418
I12275 I5532
I12276 I5764
I12277 I5623
I12278 I5628
I12279 I5703
I12280 I46828
I12281 I46826
I12282 I5621
I12283 I26518
I12284 I26552
I12285 I26790
I12286 I5701
I12287,I12308 I43412
I12289 I3301
I12291 I15936
I12293 I53956
I12294 I13292
I12295 I15978
I12296,I12314 I43388
I12297 I15298
I12298 I3279
I12300 I16250
I12301,I12316 I43972
I12302 I47602
I12303 I51415
I12304 I47604
I12305 I51418
I12306 I5620
I12307 I5700
I12309 I3303
I12310 I15452
I12311 I41182
I12312 I20254
I12313 I26272
I12315 I3278
I12317 I27232
I12318 I53960
I12319 I46829
I12320 I15453
I12321 I53957
I12322 I3302
I12323 I3492
I12324 I51414
I12325 I41181
I12326 I46827
I12327,I12340 I42670
I12328 I44675
I12329 I15876
I12330 I5798
I12331 I15454
I12332 I44676
I12333 I26573
I12334 I15829
I12335 I26986
I12336 I3500
I12337 I16514
I12338 I3493
I12339 I41180
I12341 I1833
I12342 I5799
I12343 I15455
I12344 I53958
I12345 I47628
I12346 I26572
I12347 I15828
I12348 I44674
I12349 I53959
I12350 I47626
I12351 I26612
I12352,I12367 I43930
I12353 I16420
I12354 I3501
I12355 I16344
I12356 I3495
I12357 I40846
I12358 I51138
I12359 I26824
I12360 I5797
I12361 I26571
I12362 I15827
I12363 I15965
I12364 I15285
I12365,I12393 I43928
I12366 I26952
I12368 I26570
I12369 I3503
I12370 I3404
I12371 I3494
I12372 I53961
I12373 I40845
I12374 I40826
I12375 I45995
I12376,I12400 I42710
I12377 I15808
I12378 I15826
I12379 I46403
I12380,I12401 I43428
I12381 I5796
I12382 I51142
I12383 I15964
I12384 I15284
I12385 I47629
I12386 I45997
I12387 I46405
I12388 I51139
I12389,I12413 I43948
I12390,I12414 I43968
I12391 I47627
I12392 I26306
I12394,I12406 I43924
I12395 I3502
I12396 I1493
I12397 I3405
I12398 I40844
I12399 I40827
I12402,I12412 I43902
I12403 I44632
I12404 I15963
I12405 I15283
I12407 I3407
I12408 I45811
I12409 I40828
I12410 I15962
I12411 I15282
I12415 I45994
I12416 I46402
I12417 I51140
I12418 I52031
I12419 I44634
I12420 I45813
I12421 I45996
I12422 I46404
I12423 I51141
I12424 I25660
I12425,I12438 I43922
I12426 I15468
I12427 I3406
I12428 I52030
I12429,I12446 I42668
I12430,I12447 I43220
I12431 I44633
I12432 I26204
I12433 I47532
I12434 I52263
I12435 I16407
I12436 I26811
I12437 I47530
I12439 I47579
I12440,I12461 I42488
I12441 I52262
I12442 I3486
I12443 I16318
I12444 I16386
I12445 I16556
I12448 I51143
I12449 I3374
I12450 I26672
I12451 I45810
I12452 I16406
I12453 I26810
I12454 I47581
I12455 I26673
I12456 I45812
I12457 I15795
I12458 I26510
I12459 I26544
I12460 I26782
I12462 I3487
I12463 I15944
I12464 I1421
I12465,I12484 I43214
I12466 I13284
I12467 I3375
I12468 I16242
I12469 I26434
I12470 I46860
I12471 I47533
I12472 I16405
I12473 I26809
I12474 I15794
I12475 I26674
I12476 I26435
I12477 I46858
I12478 I1825
I12479,I12499 I43916
I12480 I47531
I12481 I16404
I12482 I3485
I12483 I20262
I12485 I26808
I12486 I3373
I12487 I3564
I12488 I3542
I12489 I26646
I12490,I12510 I42554
I12491 I27224
I12492,I12511 I42660
I12493 I47578
I12494 I26675
I12495 I52095
I12496 I15793
I12497 I26436
I12498 I47580
I12500 I3484
I12501 I46443
I12502 I52094
I12503 I15792
I12504 I3372
I12505 I15868
I12506 I3565
I12507 I3543
I12508,I12529 I43906
I12509 I26706
I12512 I45988
I12513 I26437
I12514 I46861
I12515 I46445
I12516 I26707
I12517 I45986
I12518 I16522
I12519 I46371
I12520 I46859
I12521 I41186
I12522 I12536
I12523 I16574
I12524 I3532
I12525,I12548 I43432
I12526 I3567
I12527 I3541
I12528 I1817
I12530 I5708
I12531,I12540 I42514
I12532 I46373
I12533 I16575
I12534 I26708
I12535 I16305
I12536 I16373
I12537 I16543
I12538 I5709
I12539 I17262
I12541,I12574 I42516
I12542 I16352
I12543 I41187
I12544 I44765
I12545 I1497
I12546,I12577 I43414
I12547 I3533
I12549,I12579 I43434
I12550 I3566
I12551 I3540
I12552,I12581 I42552
I12553 I26400
I12554,I12582 I42658
I12555 I46442
I12556 I47476
I12557 I46412
I12558 I26709
I12559 I16304
I12560 I16372
I12561 I16542
I12562 I45989
I12563 I44766
I12564 I16576
I12565 I26401
I12566 I46444
I12567 I15931
I12568 I47474
I12569 I46410
I12570,I12595 I43900
I12571 I41534
I12572 I47523
I12573 I5711
I12575 I41188
I12576 I45987
I12578 I3535
I12580 I16744
I12583 I46370
I12584 I16577
I12585 I15930
I12586 I16303
I12587 I16371
I12588 I16541
I12589 I47525
I12590 I44764
I12591 I16745
I12592 I26402
I12593 I46372
I12594 I20249
I12596 I47595
I12597 I41535
I12598 I5710
I12599 I16302
I12600 I16370
I12601 I16106
I12602 I16540
I12603 I1325
I12604 I45755
I12605 I45971
I12606 I3534
I12607 I16888
I12608 I5542
I12609 I26230
I12610 I26688
I12611 I47611
I12612 I26403
I12613 I15929
I12614 I20248
I12615 I47477
I12616 I46413
I12617 I47597
I12618 I45757
I12619 I45973
I12620 I16746
I12621 I26231
I12622 I47613
I12623 I41536
I12624 I16684
I12625 I15928
I12626 I40448
I12627 I41540
I12628 I47475
I12629 I52002
I12630 I1809
I12631 I46411
I12632 I5543
I12633 I26450
I12634 I47522
I12635 I16747
I12636 I20247
I12637 I52003
I12638 I26232
I12639 I47524
I12640 I16509
I12641 I25668
I12642,I12666 I43400
I12643 I15460
I12644 I41146
I12645 I40449
I12646 I20246
I12647 I41541
I12648 I26740
I12649 I1805
I12650,I12672 I43446
I12651 I5541
I12652 I5604
I12653 I47594
I12654 I45754
I12655 I45970
I12656 I47610
I12657 I26233
I12658 I16508
I12659 I26741
I12660 I47596
I12661 I16339
I12662 I45756
I12663 I45972
I12664 I47612
I12665 I25856
I12667 I45547
I12668 I41145
I12669 I40450
I12670 I41542
I12671 I17160
I12673 I5540
I12674 I26722
I12675 I5605
I12676 I16338
I12677 I16507
I12678 I25857
I12679 I45549
I12680 I26742
I12681 I5596
I12682 I26060
I12683 I16506
I12684 I41144
I12685 I16590
I12686 I5607
I12687 I46436
I12688 I26743
I12689 I16337
I12690 I25858
I12691 I26061
I12692 I46434
I12693 I5597
I12694 I47587
I12695 I16336
I12696,I12713 I43078
I12697 I45979
I12698 I16472
I12699 I3518
I12700 I3596
I12701 I26654
I12702 I26416
I12703 I5606
I12704 I45546
I12705 I25859
I12706 I26062
I12707 I47589
I12708 I45981
I12709 I16473
I12710 I45548
I12711 I5599
I12712 I46363
I12714 I45635
I12715 I3519
I12716 I16760
I12717 I3597
I12718 I1813
I12719 I26063
I12720 I46437
I12721 I46365
I12722 I45637
I12723 I16474
I12724 I25655
I12725 I5598
I12726 I46435
I12727 I12544
I12728 I3517
I12729 I16786
I12730 I3580
I12731 I3599
I12732 I26246
I12733 I47586
I12734 I45978
I12735 I16475
I12736 I25654
I12737 I47588
I12738 I45980
I12739 I5406
I12740 I17270
I12741 I40978
I12742 I41152
I12743 I51426
I12744,I12765 I43066
I12745 I3516
I12746,I12769 I43430
I12747 I3581
I12748 I3598
I12749 I46362
I12750 I45634
I12751 I25653
I12752 I46364
I12753 I45636
I12754 I25652
I12755 I5407
I12756 I26026
I12757 I17092
I12758 I46379
I12759 I40966
I12760 I40977
I12761 I41151
I12762 I39818
I12763 I41194
I12764 I20288
I12766 I41474
I12767 I2636
I12768 I26756
I12770 I3583
I12771 I3588
I12772 I3652
I12773 I25558
I12774 I51430
I12775 I46396
I12776 I26027
I12777 I46381
I12778 I39819
I12779 I51427
I12780 I26641
I12781 I46394
I12782 I5405
I12783 I25872
I12784,I12809 I43940
I12785 I3556
I12786 I40965
I12787 I40976
I12788 I52098
I12789 I16114
